SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
110640,0,Cash loans,F,N,Y,0,90000.0,808650.0,23773.5,675000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008625,-20143,-1525,-4503.0,-3542,,1,1,1,1,0,0,Laborers,2.0,2,2,WEDNESDAY,12,0,0,0,0,1,1,Self-employed,0.8600834038658676,0.4408872740744055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1246.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
192554,0,Cash loans,F,N,Y,0,157500.0,958500.0,35649.0,958500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792000000000004,-14905,-1147,-771.0,-4979,,1,1,0,1,1,0,Laborers,2.0,2,2,FRIDAY,15,0,0,0,0,1,1,Business Entity Type 3,0.3556701081770392,0.5611799580518604,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2072.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,7.0
105890,0,Cash loans,M,N,Y,0,157500.0,296280.0,19930.5,225000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009657,-16183,-2763,-655.0,-4511,,1,1,0,1,0,0,Laborers,2.0,2,2,SATURDAY,10,0,0,0,0,1,1,Construction,,0.6247047148460703,0.6674577419214722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-420.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0
430762,0,Cash loans,M,Y,N,2,121500.0,450000.0,21780.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.018209,-15079,-5093,-3032.0,-4651,9.0,1,1,1,1,1,0,Laborers,4.0,3,3,FRIDAY,15,0,0,0,0,0,0,Housing,,0.5983115664074619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,0.0,5.0,0.0,-314.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
152814,0,Cash loans,M,Y,N,0,91350.0,180000.0,14350.5,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,-13058,-291,-5254.0,-5285,11.0,1,1,1,1,0,0,Core staff,2.0,2,2,MONDAY,8,0,0,0,1,1,0,Emergency,,0.1985355825025169,0.2807895743848605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-315.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
265285,0,Cash loans,F,N,Y,0,360000.0,1350000.0,50161.5,1350000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.04622,-20367,-4125,-1975.0,-3575,,1,1,0,1,0,1,Core staff,2.0,1,1,WEDNESDAY,17,0,1,1,0,0,0,School,0.9360375822016168,0.4474520339779709,,0.1629,,0.996,0.9456,,0.16,0.069,0.625,0.6667,,,,,0.0074,0.166,,0.996,0.9477,,0.1611,0.069,0.625,0.6667,,,,,0.0078,0.1645,,0.996,0.9463,,0.16,0.069,0.625,0.6667,,,,,0.0075,reg oper account,block of flats,0.2059,Panel,No,9.0,0.0,9.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
271727,0,Cash loans,F,Y,N,0,144000.0,814041.0,23931.0,679500.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.003069,-18418,-9166,-6460.0,-1881,24.0,1,1,0,1,0,0,,1.0,3,3,MONDAY,15,0,0,0,0,0,0,Other,0.6594520141693453,0.7823314212857059,0.5082869913916046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-2222.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
444857,1,Revolving loans,M,N,Y,1,99000.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008625,-14879,-5797,-7315.0,-4379,,1,1,0,1,1,0,Laborers,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Other,0.2325389574531017,0.4152331130816776,0.7544061731797895,0.1113,0.0736,0.9841,0.7824,0.0743,0.12,0.1034,0.3333,0.375,0.0276,0.0908,0.1137,0.0,0.0,0.1134,0.0764,0.9841,0.7909,0.075,0.1208,0.1034,0.3333,0.375,0.0282,0.0992,0.1185,0.0,0.0,0.1124,0.0736,0.9841,0.7853,0.0748,0.12,0.1034,0.3333,0.375,0.0281,0.0923,0.1158,0.0,0.0,reg oper account,block of flats,0.1255,Panel,No,2.0,0.0,2.0,0.0,-806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
340742,0,Cash loans,M,Y,N,2,292500.0,1475154.0,58635.0,1377000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.025164,-13195,-1266,-1302.0,-2227,7.0,1,1,0,1,0,0,Laborers,4.0,2,2,THURSDAY,8,0,0,0,1,1,0,Business Entity Type 3,0.2775256375408126,0.6634315679794239,0.190705947811054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-866.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
104139,0,Cash loans,F,N,Y,0,67500.0,700830.0,22738.5,585000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.007120000000000001,-17902,-393,-67.0,-1453,,1,1,0,1,0,0,High skill tech staff,2.0,2,2,SATURDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.6689654196156092,0.8106180215523969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-272.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
432193,0,Cash loans,F,N,N,0,135000.0,360000.0,11497.5,360000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.005084,-21295,365243,-7662.0,-3980,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,16,0,0,0,0,0,0,XNA,,0.6184965610567088,0.8038850611746273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
426169,0,Cash loans,F,Y,N,0,157500.0,1575000.0,41548.5,1575000.0,Family,Working,Higher education,Married,House / apartment,0.026392,-13146,-2163,-2959.0,-4223,16.0,1,1,0,1,0,0,High skill tech staff,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.5071302319931913,0.5779691187553125,0.0309,0.0481,0.996,,,0.0,0.069,0.1667,,0.0296,,0.0307,,0.0,0.0315,0.0499,0.996,,,0.0,0.069,0.1667,,0.0303,,0.032,,0.0,0.0312,0.0481,0.996,,,0.0,0.069,0.1667,,0.0302,,0.0313,,0.0,,block of flats,0.0242,"Stone, brick",No,2.0,0.0,2.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
383684,0,Cash loans,M,Y,N,0,108000.0,535500.0,35914.5,535500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.001417,-10196,-979,-7598.0,-2332,17.0,1,1,0,1,0,1,Laborers,2.0,2,2,SATURDAY,11,0,0,0,0,1,1,Business Entity Type 3,0.30098986526984245,0.3439348662391216,0.7610263695502636,0.0608,0.0,0.9856,0.8028,0.0,0.0,0.1379,0.1667,0.0,0.0,0.0496,0.0517,0.0,0.0,0.062,0.0,0.9856,0.8105,0.0,0.0,0.1379,0.1667,0.0,0.0,0.0542,0.0539,0.0,0.0,0.0614,0.0,0.9856,0.8054,0.0,0.0,0.1379,0.1667,0.0,0.0,0.0504,0.0526,0.0,0.0,reg oper spec account,block of flats,0.0469,Block,No,0.0,0.0,0.0,0.0,-565.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
149096,0,Cash loans,F,N,N,1,202500.0,665892.0,25933.5,477000.0,Unaccompanied,Working,Higher education,Separated,With parents,0.018029,-13452,-2498,-5296.0,-5127,,1,1,0,1,0,0,Core staff,2.0,3,3,FRIDAY,6,0,0,0,1,1,0,Self-employed,,0.6492624159543512,0.8327850252992314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2005.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
417853,0,Cash loans,M,N,Y,3,126000.0,679500.0,19998.0,679500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-11838,-4034,-350.0,-3650,,1,1,1,1,1,0,Laborers,5.0,2,2,MONDAY,16,0,0,0,0,1,1,Other,0.1178693680499894,0.3966363621675115,0.7295666907060153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-296.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
168611,0,Revolving loans,M,N,Y,0,144000.0,630000.0,31500.0,630000.0,Unaccompanied,Pensioner,Incomplete higher,Married,House / apartment,0.030755,-19108,365243,-2651.0,-2651,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,12,0,0,0,0,0,0,XNA,,0.6324188626125605,0.813917469762627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,-155.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
368224,1,Cash loans,M,Y,N,0,135000.0,148365.0,11893.5,135000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.010276,-10745,-370,-3253.0,-3246,9.0,1,1,1,1,1,0,,1.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,,0.7853031248639408,0.09322509537747448,0.0825,0.0783,0.9757,0.6668,0.068,0.0,0.1379,0.1667,0.0417,0.0316,0.0672,0.0473,0.0,0.0,0.084,0.0813,0.9757,0.6798,0.0686,0.0,0.1379,0.1667,0.0417,0.0324,0.0735,0.0493,0.0,0.0,0.0833,0.0783,0.9757,0.6713,0.0684,0.0,0.1379,0.1667,0.0417,0.0322,0.0684,0.0481,0.0,0.0,reg oper account,block of flats,0.0553,Panel,No,0.0,0.0,0.0,0.0,-1928.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
203401,0,Cash loans,M,N,Y,1,157500.0,521280.0,28408.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.018029,-16494,-489,-3563.0,-45,,1,1,0,1,0,0,Security staff,3.0,3,3,FRIDAY,6,0,0,0,1,1,0,Security,,0.5917037169628492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-435.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
